Time(dd),Time(hh:mm:ss),1st Value,1st Unit,2nd Value,2nd Unit,Count,Note
00,00:04:43,+0.45633E+1,V DC,-0.492E-5,A DC,0000340,00340#
00,00:04:44,+0.45630E+1,V DC,-0.493E-5,A DC,0000341,00341#
00,00:04:44,+0.45629E+1,V DC,-0.492E-5,A DC,0000342,00342#
00,00:04:45,+0.45629E+1,V DC,-0.493E-5,A DC,0000343,00343#
00,00:04:46,+0.45628E+1,V DC,-0.493E-5,A DC,0000344,00344#
00,00:04:47,+0.45628E+1,V DC,-0.493E-5,A DC,0000345,00345#
00,00:04:48,+0.45627E+1,V DC,-0.493E-5,A DC,0000346,00346#
00,00:04:49,+0.45628E+1,V DC,-0.493E-5,A DC,0000347,00347#
00,00:04:49,+0.45628E+1,V DC,-0.493E-5,A DC,0000348,00348#
00,00:04:50,+0.45627E+1,V DC,-0.493E-5,A DC,0000349,00349#
00,00:04:51,+0.45626E+1,V DC,-0.494E-5,A DC,0000350,00350#
00,00:04:52,+0.45626E+1,V DC,-0.494E-5,A DC,0000351,00351#
00,00:04:53,+0.45624E+1,V DC,-0.494E-5,A DC,0000352,00352#
00,00:04:54,+0.45623E+1,V DC,-0.493E-5,A DC,0000353,00353#
00,00:04:54,+0.45622E+1,V DC,-0.494E-5,A DC,0000354,00354#
00,00:04:55,+0.45622E+1,V DC,-0.494E-5,A DC,0000355,00355#
00,00:04:56,+0.45622E+1,V DC,-0.495E-5,A DC,0000356,00356#
00,00:04:57,+0.45621E+1,V DC,-0.494E-5,A DC,0000357,00357#
00,00:04:58,+0.45621E+1,V DC,-0.495E-5,A DC,0000358,00358#
00,00:04:59,+0.45620E+1,V DC,-0.495E-5,A DC,0000359,00359#
00,00:04:59,+0.45618E+1,V DC,-0.498E-5,A DC,0000360,00360#
00,00:05:00,+0.48580E+1,V DC,-0.509E-5,A DC,0000361,00361#
00,00:05:01,+0.50252E+1,V DC,-0.514E-5,A DC,0000362,00362#
00,00:05:02,+0.50566E+1,V DC,-0.514E-5,A DC,0000363,00363#
00,00:05:03,+0.50561E+1,V DC,-0.515E-5,A DC,0000364,00364#
00,00:05:04,+0.50557E+1,V DC,-0.515E-5,A DC,0000365,00365#
00,00:05:04,+0.50556E+1,V DC,-0.516E-5,A DC,0000366,00366#
00,00:05:05,+0.50554E+1,V DC,-0.516E-5,A DC,0000367,00367#
00,00:05:06,+0.50552E+1,V DC,-0.516E-5,A DC,0000368,00368#
00,00:05:07,+0.50552E+1,V DC,-0.516E-5,A DC,0000369,00369#
00,00:05:08,+0.50551E+1,V DC,-0.517E-5,A DC,0000370,00370#
00,00:05:09,+0.50550E+1,V DC,-0.517E-5,A DC,0000371,00371#
00,00:05:09,+0.50548E+1,V DC,-0.517E-5,A DC,0000372,00372#
00,00:05:10,+0.50548E+1,V DC,-0.517E-5,A DC,0000373,00373#
00,00:05:11,+0.50547E+1,V DC,-0.517E-5,A DC,0000374,00374#
00,00:05:12,+0.50546E+1,V DC,-0.517E-5,A DC,0000375,00375#
00,00:05:13,+0.50546E+1,V DC,-0.518E-5,A DC,0000376,00376#
00,00:05:14,+0.50547E+1,V DC,-0.518E-5,A DC,0000377,00377#
00,00:05:14,+0.50546E+1,V DC,-0.518E-5,A DC,0000378,00378#
00,00:05:15,+0.50546E+1,V DC,-0.518E-5,A DC,0000379,00379#
00,00:05:16,+0.50546E+1,V DC,-0.519E-5,A DC,0000380,00380#
00,00:05:17,+0.50545E+1,V DC,-0.519E-5,A DC,0000381,00381#
00,00:05:18,+0.50545E+1,V DC,-0.519E-5,A DC,0000382,00382#
00,00:05:19,+0.50546E+1,V DC,-0.519E-5,A DC,0000383,00383#
00,00:05:19,+0.50544E+1,V DC,-0.519E-5,A DC,0000384,00384#
00,00:05:20,+0.50543E+1,V DC,-0.519E-5,A DC,0000385,00385#
00,00:05:21,+0.50543E+1,V DC,-0.519E-5,A DC,0000386,00386#
00,00:05:22,+0.50543E+1,V DC,-0.520E-5,A DC,0000387,00387#
00,00:05:23,+0.50543E+1,V DC,-0.520E-5,A DC,0000388,00388#
00,00:05:24,+0.50543E+1,V DC,-0.520E-5,A DC,0000389,00389#
00,00:05:25,+0.5398E+1,V DC,-0.532E-5,A DC,0000390,00390#
00,00:05:26,+0.5399E+1,V DC,-0.533E-5,A DC,0000391,00391#
00,00:05:26,+0.5399E+1,V DC,-0.534E-5,A DC,0000392,00392#
00,00:05:27,+0.5399E+1,V DC,-0.533E-5,A DC,0000393,00393#
00,00:05:28,+0.5399E+1,V DC,-0.533E-5,A DC,0000394,00394#
00,00:05:29,+0.5399E+1,V DC,-0.533E-5,A DC,0000395,00395#
00,00:05:30,+0.5399E+1,V DC,-0.535E-5,A DC,0000396,00396#
00,00:05:30,+0.5399E+1,V DC,-0.534E-5,A DC,0000397,00397#
00,00:05:31,+0.5399E+1,V DC,-0.535E-5,A DC,0000398,00398#
00,00:05:32,+0.5399E+1,V DC,-0.535E-5,A DC,0000399,00399#
00,00:05:33,+0.5399E+1,V DC,-0.535E-5,A DC,0000400,00400#
00,00:05:34,+0.5399E+1,V DC,-0.536E-5,A DC,0000401,00401#
00,00:05:34,+0.5399E+1,V DC,-0.536E-5,A DC,0000402,00402#
00,00:05:35,+0.5399E+1,V DC,-0.536E-5,A DC,0000403,00403#
00,00:05:36,+0.5399E+1,V DC,-0.536E-5,A DC,0000404,00404#
00,00:05:37,+0.5399E+1,V DC,-0.537E-5,A DC,0000405,00405#
00,00:05:38,+0.5399E+1,V DC,-0.536E-5,A DC,0000406,00406#
00,00:05:38,+0.5399E+1,V DC,-0.536E-5,A DC,0000407,00407#
00,00:05:39,+0.5399E+1,V DC,-0.537E-5,A DC,0000408,00408#
00,00:05:40,+0.5399E+1,V DC,-0.537E-5,A DC,0000409,00409#
00,00:05:41,+0.5399E+1,V DC,-0.537E-5,A DC,0000410,00410#
00,00:05:42,+0.5399E+1,V DC,-0.537E-5,A DC,0000411,00411#
00,00:05:42,+0.5399E+1,V DC,-0.538E-5,A DC,0000412,00412#
00,00:05:43,+0.5399E+1,V DC,-0.538E-5,A DC,0000413,00413#
00,00:05:44,+0.5399E+1,V DC,-0.538E-5,A DC,0000414,00414#
00,00:05:45,+0.5399E+1,V DC,-0.538E-5,A DC,0000415,00415#
00,00:05:46,+0.5399E+1,V DC,-0.537E-5,A DC,0000416,00416#
00,00:05:46,+0.5399E+1,V DC,-0.538E-5,A DC,0000417,00417#
00,00:05:47,+0.5399E+1,V DC,-0.538E-5,A DC,0000418,00418#
00,00:05:48,+0.5399E+1,V DC,-0.538E-5,A DC,0000419,00419#
00,00:05:49,+0.5399E+1,V DC,-0.539E-5,A DC,0000420,00420#
00,00:05:50,+0.5399E+1,V DC,-0.538E-5,A DC,0000421,00421#
